prepare intput
152086
build model
training
-- line number 307372
allocated: 418M, max allocated: 418M, cached: 472M, max cached: 472M
-- batch number 35747
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35748
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35749
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35750
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35751
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35752
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35753
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35754
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35755
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35756
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35757
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35758
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35759
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35760
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35761
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35762
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35763
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35764
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35765
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35766
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35767
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35768
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35769
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35770
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35771
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35772
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35773
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35774
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35775
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35776
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35777
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35778
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35779
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35780
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35781
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35782
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35783
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35784
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35785
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35786
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35787
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35788
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35789
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35790
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35791
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35792
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35793
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35794
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35795
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35796
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35797
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35798
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35799
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35800
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35801
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35802
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35803
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35804
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35805
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35806
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35807
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35808
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35809
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35810
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35811
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35812
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35813
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35814
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35815
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35816
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35817
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35818
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35819
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35820
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35821
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35822
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35823
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35824
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35825
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35826
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35827
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35828
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35829
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35830
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35831
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35832
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35833
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35834
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35835
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35836
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35837
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35838
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35839
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35840
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35841
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35842
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35843
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35844
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35845
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35846
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35847
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35848
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35849
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35850
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35851
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35852
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35853
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35854
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35855
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35856
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35857
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35858
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35859
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35860
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35861
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35862
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35863
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35864
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35865
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35866
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35867
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35868
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35869
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35870
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35871
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35872
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35873
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35874
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35875
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35876
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35877
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35878
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35879
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35880
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35881
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35882
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35883
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35884
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35885
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35886
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35887
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35888
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35889
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35890
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35891
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35892
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35893
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35894
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35895
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35896
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35897
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35898
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35899
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35900
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35901
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35902
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35903
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35904
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35905
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35906
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35907
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35908
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35909
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35910
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35911
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35912
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35913
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35914
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35915
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35916
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35917
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35918
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35919
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35920
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35921
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35922
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35923
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35924
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35925
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35926
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35927
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35928
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35929
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35930
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35931
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35932
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35933
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35934
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35935
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35936
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35937
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35938
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35939
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35940
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35941
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35942
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35943
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35944
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35945
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35946
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35947
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35948
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35949
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35950
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35951
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35952
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35953
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35954
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35955
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35956
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35957
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35958
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35959
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35960
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35961
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35962
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35963
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35964
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35965
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35966
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35967
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35968
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35969
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35970
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35971
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35972
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35973
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35974
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35975
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35976
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35977
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35978
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35979
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35980
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35981
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35982
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35983
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35984
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35985
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35986
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35987
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35988
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35989
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35990
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35991
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35992
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35993
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35994
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35995
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35996
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35997
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35998
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 35999
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36000
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36001
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36002
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36003
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36004
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36005
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36006
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36007
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36008
allocated: 1675M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36009
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36010
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36011
allocated: 1681M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36012
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36013
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36014
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36015
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36016
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36017
allocated: 1683M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36018
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36019
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36020
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36021
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36022
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36023
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36024
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36025
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36026
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36027
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36028
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36029
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36030
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36031
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36032
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36033
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36034
allocated: 1682M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36035
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36036
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36037
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36038
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36039
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36040
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36041
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36042
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36043
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36044
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36045
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36046
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36047
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36048
allocated: 1679M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36049
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36050
allocated: 1680M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36051
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36052
allocated: 1678M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36053
allocated: 1676M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36054
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36055
allocated: 1677M, max allocated: 5568M, cached: 6216M, max cached: 6216M
-- batch number 36056
